"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 14 14:19:11 UTC 2022","Wed Sep 14 14:19:19 UTC 2022","8290","","","Shopping Cart Controller @makeShoppingCart @makeOrders @purchaseFlow","","","Successful creation of ShoppingCart Empty @postShoppingCartEmpty",""
